id_no;binomial;class;order_;WWF_REALM2
57048;Craugastor vocalis;AMPHIBIA;ANURA;Nearctic
57049;Diasporus vocator;AMPHIBIA;ANURA;Neotropic
57050;Craugastor vulcani;AMPHIBIA;ANURA;Neotropic
57051;Pristimantis walkeri;AMPHIBIA;ANURA;Neotropic
57052;Eleutherodactylus warreni;AMPHIBIA;ANURA;Neotropic
57055;Pristimantis wiensi;AMPHIBIA;ANURA;Neotropic
57056;Eleutherodactylus wightmanae;AMPHIBIA;ANURA;Neotropic
57057;Pristimantis w-nigrum;AMPHIBIA;ANURA;Neotropic
57058;Pristimantis xeniolum;AMPHIBIA;ANURA;Neotropic
57059;Pristimantis xestus;AMPHIBIA;ANURA;Neotropic
57060;Craugastor xucanebi;AMPHIBIA;ANURA;Neotropic
57061;Pristimantis xylochobates;AMPHIBIA;ANURA;Neotropic
57062;Pristimantis yaviensis;AMPHIBIA;ANURA;Neotropic
57063;Craugastor yucatanensis;AMPHIBIA;ANURA;Neotropic
57064;Pristimantis zeuctotylus;AMPHIBIA;ANURA;Neotropic
57065;Eleutherodactylus zeus;AMPHIBIA;ANURA;Neotropic
57066;Pristimantis zimmermanae;AMPHIBIA;ANURA;Neotropic
57067;Oreobates zongoensis;AMPHIBIA;ANURA;Neotropic
57068;Pristimantis zophus;AMPHIBIA;ANURA;Neotropic
57069;Eleutherodactylus zugi;AMPHIBIA;ANURA;Neotropic
57070;Strabomantis zygodactylus;AMPHIBIA;ANURA;Neotropic
57071;Euparkerella brasiliensis;AMPHIBIA;ANURA;Neotropic
57072;Euparkerella cochranae;AMPHIBIA;ANURA;Neotropic
57073;Euparkerella robusta;AMPHIBIA;ANURA;Neotropic
57074;Euparkerella tridactyla;AMPHIBIA;ANURA;Neotropic
57077;Eupsophus emiliopugini;AMPHIBIA;ANURA;Neotropic
57080;Eupsophus vertebralis;AMPHIBIA;ANURA;Neotropic
57081;Geobatrachus walkeri;AMPHIBIA;ANURA;Neotropic
57082;Holoaden luederwaldti;AMPHIBIA;ANURA;Neotropic
57083;Hydrolaetare dantasi;AMPHIBIA;ANURA;Neotropic
57084;Hydrolaetare schmidti;AMPHIBIA;ANURA;Neotropic
57085;Hylodes amnicola;AMPHIBIA;ANURA;Neotropic
57086;Hylodes asper;AMPHIBIA;ANURA;Neotropic
57087;Hylodes babax;AMPHIBIA;ANURA;Neotropic
57088;Hylodes charadranaetes;AMPHIBIA;ANURA;Neotropic
57089;Hylodes dactylocinus;AMPHIBIA;ANURA;Neotropic
57090;Hylodes glaber;AMPHIBIA;ANURA;Neotropic
57091;Hylodes heyeri;AMPHIBIA;ANURA;Neotropic
57092;Hylodes lateristrigatus;AMPHIBIA;ANURA;Neotropic
57093;Hylodes magalhaesi;AMPHIBIA;ANURA;Neotropic
57094;Hylodes meridionalis;AMPHIBIA;ANURA;Neotropic
57095;Hylodes mertensi;AMPHIBIA;ANURA;Neotropic
57096;Hylodes nasus;AMPHIBIA;ANURA;Neotropic
57097;Hylodes ornatus;AMPHIBIA;ANURA;Neotropic
57098;Hylodes otavioi;AMPHIBIA;ANURA;Neotropic
57099;Hylodes perplicatus;AMPHIBIA;ANURA;Neotropic
57100;Hylodes phyllodes;AMPHIBIA;ANURA;Neotropic
57101;Hylodes regius;AMPHIBIA;ANURA;Neotropic
57102;Hylodes uai;AMPHIBIA;ANURA;Neotropic
57103;Hylodes vanzolinii;AMPHIBIA;ANURA;Neotropic
57104;Hylorina sylvatica;AMPHIBIA;ANURA;Neotropic
57105;Oreobates quixensis;AMPHIBIA;ANURA;Neotropic
57106;Oreobates sanctaecrucis;AMPHIBIA;ANURA;Neotropic
57107;Oreobates saxatilis;AMPHIBIA;ANURA;Neotropic
57108;Lynchius simmonsi;AMPHIBIA;ANURA;Neotropic
57109;Ischnocnema verrucosa;AMPHIBIA;ANURA;Neotropic
57110;Lepidobatrachus asper;AMPHIBIA;ANURA;Neotropic
57111;Lepidobatrachus laevis;AMPHIBIA;ANURA;Neotropic
57112;Lepidobatrachus llanensis;AMPHIBIA;ANURA;Neotropic
57113;Leptodactylus albilabris;AMPHIBIA;ANURA;Neotropic
57114;Leptodactylus bolivianus;AMPHIBIA;ANURA;Neotropic
57115;Leptodactylus bufonius;AMPHIBIA;ANURA;Neotropic
57116;Leptodactylus caatingae;AMPHIBIA;ANURA;Neotropic
57117;Leptodactylus camaquara;AMPHIBIA;ANURA;Neotropic
57118;Leptodactylus chaquensis;AMPHIBIA;ANURA;Neotropic
57119;Leptodactylus colombiensis;AMPHIBIA;ANURA;Neotropic
57120;Leptodactylus cunicularius;AMPHIBIA;ANURA;Neotropic
57121;Leptodactylus didymus;AMPHIBIA;ANURA;Neotropic
57122;Leptodactylus diedrus;AMPHIBIA;ANURA;Neotropic
57124;Leptodactylus elenae;AMPHIBIA;ANURA;Neotropic
57125;Leptodactylus fallax;AMPHIBIA;ANURA;Neotropic
57126;Leptodactylus flavopictus;AMPHIBIA;ANURA;Neotropic
57127;Leptodactylus fragilis;AMPHIBIA;ANURA;Neotropic
57127;Leptodactylus fragilis;AMPHIBIA;ANURA;Nearctic
57128;Leptodactylus furnarius;AMPHIBIA;ANURA;Neotropic
57129;Leptodactylus fuscus;AMPHIBIA;ANURA;Neotropic
57130;Leptodactylus gracilis;AMPHIBIA;ANURA;Neotropic
57131;Leptodactylus griseigularis;AMPHIBIA;ANURA;Neotropic
57133;Leptodactylus hylodes;AMPHIBIA;ANURA;Neotropic
57134;Leptodactylus jolyi;AMPHIBIA;ANURA;Neotropic
57135;Leptodactylus knudseni;AMPHIBIA;ANURA;Neotropic
57136;Leptodactylus labrosus;AMPHIBIA;ANURA;Neotropic
57137;Leptodactylus labyrinthicus;AMPHIBIA;ANURA;Neotropic
57138;Leptodactylus laticeps;AMPHIBIA;ANURA;Neotropic
57139;Leptodactylus latinasus;AMPHIBIA;ANURA;Neotropic
57140;Leptodactylus leptodactyloides;AMPHIBIA;ANURA;Neotropic
57141;Leptodactylus lithonaetes;AMPHIBIA;ANURA;Neotropic
57142;Leptodactylus longirostris;AMPHIBIA;ANURA;Neotropic
57143;Leptodactylus magistris;AMPHIBIA;ANURA;Neotropic
57144;Leptodactylus melanonotus;AMPHIBIA;ANURA;Nearctic
57145;Leptodactylus myersi;AMPHIBIA;ANURA;Neotropic
57146;Leptodactylus mystaceus;AMPHIBIA;ANURA;Neotropic
57147;Leptodactylus mystacinus;AMPHIBIA;ANURA;Neotropic
57148;Leptodactylus natalensis;AMPHIBIA;ANURA;Neotropic
57149;Leptodactylus nesiotus;AMPHIBIA;ANURA;Neotropic
57150;Leptodactylus notoaktites;AMPHIBIA;ANURA;Neotropic
57151;Leptodactylus latrans;AMPHIBIA;ANURA;Neotropic
57152;Leptodactylus pallidirostris;AMPHIBIA;ANURA;Neotropic
57153;Leptodactylus pascoensis;AMPHIBIA;ANURA;Neotropic
57154;Leptodactylus pentadactylus;AMPHIBIA;ANURA;Neotropic
57155;Leptodactylus petersii;AMPHIBIA;ANURA;Neotropic
57156;Leptodactylus plaumanni;AMPHIBIA;ANURA;Neotropic
57157;Leptodactylus podicipinus;AMPHIBIA;ANURA;Neotropic
57158;Leptodactylus poecilochilus;AMPHIBIA;ANURA;Neotropic
57159;Leptodactylus pustulatus;AMPHIBIA;ANURA;Neotropic
57160;Leptodactylus rhodomystax;AMPHIBIA;ANURA;Neotropic
57161;Leptodactylus rhodonotus;AMPHIBIA;ANURA;Neotropic
57163;Leptodactylus riveroi;AMPHIBIA;ANURA;Neotropic
57164;Leptodactylus rugosus;AMPHIBIA;ANURA;Neotropic
57165;Leptodactylus sabanensis;AMPHIBIA;ANURA;Neotropic
57166;Leptodactylus silvanimbus;AMPHIBIA;ANURA;Neotropic
57167;Leptodactylus spixi;AMPHIBIA;ANURA;Neotropic
57168;Leptodactylus stenodema;AMPHIBIA;ANURA;Neotropic
57169;Leptodactylus syphax;AMPHIBIA;ANURA;Neotropic
57170;Leptodactylus tapiti;AMPHIBIA;ANURA;Neotropic
57171;Leptodactylus troglodytes;AMPHIBIA;ANURA;Neotropic
57172;Leptodactylus validus;AMPHIBIA;ANURA;Neotropic
57173;Leptodactylus ventrimaculatus;AMPHIBIA;ANURA;Neotropic
57174;Leptodactylus viridis;AMPHIBIA;ANURA;Neotropic
57175;Leptodactylus wagneri;AMPHIBIA;ANURA;Neotropic
57176;Limnomedusa macroglossa;AMPHIBIA;ANURA;Neotropic
57177;Lithodytes lineatus;AMPHIBIA;ANURA;Neotropic
57178;Macrogenioglottus alipioi;AMPHIBIA;ANURA;Neotropic
57179;Megaelosia apuana;AMPHIBIA;ANURA;Neotropic
57180;Megaelosia bocainensis;AMPHIBIA;ANURA;Neotropic
57181;Megaelosia boticariana;AMPHIBIA;ANURA;Neotropic
57182;Megaelosia goeldii;AMPHIBIA;ANURA;Neotropic
57183;Megaelosia lutzae;AMPHIBIA;ANURA;Neotropic
57184;Megaelosia massarti;AMPHIBIA;ANURA;Neotropic
57185;Odontophrynus achalensis;AMPHIBIA;ANURA;Neotropic
57186;Odontophrynus americanus;AMPHIBIA;ANURA;Neotropic
57187;Odontophrynus barrioi;AMPHIBIA;ANURA;Neotropic
57188;Odontophrynus carvalhoi;AMPHIBIA;ANURA;Neotropic
57189;Odontophrynus cordobae;AMPHIBIA;ANURA;Neotropic
57190;Odontophrynus cultripes;AMPHIBIA;ANURA;Neotropic
57191;Odontophrynus lavillai;AMPHIBIA;ANURA;Neotropic
57192;Proceratophrys moratoi;AMPHIBIA;ANURA;Neotropic
57193;Odontophrynus occidentalis;AMPHIBIA;ANURA;Neotropic
57194;Proceratophrys salvatori;AMPHIBIA;ANURA;Neotropic
57195;Paratelmatobius cardosoi;AMPHIBIA;ANURA;Neotropic
57196;Paratelmatobius mantiqueira;AMPHIBIA;ANURA;Neotropic
57197;Paratelmatobius poecilogaster;AMPHIBIA;ANURA;Neotropic
57198;Niceforonia adenobrachia;AMPHIBIA;ANURA;Neotropic
57199;Microkayla adenopleura;AMPHIBIA;ANURA;Neotropic
57200;Psychrophrynella bagrecito;AMPHIBIA;ANURA;Neotropic
57201;Phrynopus barthlenae;AMPHIBIA;ANURA;Neotropic
57202;Phrynopus bracki;AMPHIBIA;ANURA;Neotropic
57203;Niceforonia brunnea;AMPHIBIA;ANURA;Neotropic
57204;Ctenophryne carpish;AMPHIBIA;ANURA;Neotropic
57206;Bryophryne cophites;AMPHIBIA;ANURA;Neotropic
57207;Phrynopus dagmarae;AMPHIBIA;ANURA;Neotropic
57208;Niceforonia fallaciosa;AMPHIBIA;ANURA;Neotropic
57209;Lynchius flavomaculatus;AMPHIBIA;ANURA;Neotropic
57210;Phrynopus heimorum;AMPHIBIA;ANURA;Neotropic
57211;Phrynopus horstpauli;AMPHIBIA;ANURA;Neotropic
57212;Microkayla iatamasi;AMPHIBIA;ANURA;Neotropic
57213;Phrynopus juninensis;AMPHIBIA;ANURA;Neotropic
57214;Phrynopus kauneorum;AMPHIBIA;ANURA;Neotropic
57215;Microkayla kempffi;AMPHIBIA;ANURA;Neotropic
57217;Niceforonia lucida;AMPHIBIA;ANURA;Neotropic
57218;Phrynopus montium;AMPHIBIA;ANURA;Neotropic
57219;Niceforonia nana;AMPHIBIA;ANURA;Neotropic
57220;Lynchius nebulanastes;AMPHIBIA;ANURA;Neotropic
57221;Lynchius parkeri;AMPHIBIA;ANURA;Neotropic
57222;Niceforonia peraccai;AMPHIBIA;ANURA;Neotropic
57223;Oreobates pereger;AMPHIBIA;ANURA;Neotropic
57224;Phrynopus peruanus;AMPHIBIA;ANURA;Neotropic
57225;Psychrophrynella usurpator;AMPHIBIA;ANURA;Neotropic
57226;Microkayla pinguis;AMPHIBIA;ANURA;Neotropic
57227;Pristimantis simonsii;AMPHIBIA;ANURA;Neotropic
57229;Phrynopus thompsoni;AMPHIBIA;ANURA;Neotropic
57230;Microkayla wettsteini;AMPHIBIA;ANURA;Neotropic
57231;Noblella carrascoicola;AMPHIBIA;ANURA;Neotropic
57232;Noblella heyeri;AMPHIBIA;ANURA;Neotropic
57233;Noblella lochites;AMPHIBIA;ANURA;Neotropic
57234;Noblella lynchi;AMPHIBIA;ANURA;Neotropic
57235;Noblella myrmecoides;AMPHIBIA;ANURA;Neotropic
57236;Noblella ritarasquinae;AMPHIBIA;ANURA;Neotropic
57237;Physalaemus aguirrei;AMPHIBIA;ANURA;Neotropic
57238;Physalaemus albifrons;AMPHIBIA;ANURA;Neotropic
57239;Physalaemus albonotatus;AMPHIBIA;ANURA;Neotropic
57240;Physalaemus atlanticus;AMPHIBIA;ANURA;Neotropic
57241;Physalaemus barrioi;AMPHIBIA;ANURA;Neotropic
57242;Physalaemus biligonigerus;AMPHIBIA;ANURA;Neotropic
57243;Physalaemus bokermanni;AMPHIBIA;ANURA;Neotropic
57244;Physalaemus caete;AMPHIBIA;ANURA;Neotropic
57245;Physalaemus centralis;AMPHIBIA;ANURA;Neotropic
57246;Physalaemus cicada;AMPHIBIA;ANURA;Neotropic
57247;Engystomops coloradorum;AMPHIBIA;ANURA;Neotropic
57248;Physalaemus crombiei;AMPHIBIA;ANURA;Neotropic
57249;Physalaemus cuqui;AMPHIBIA;ANURA;Neotropic
57250;Physalaemus cuvieri;AMPHIBIA;ANURA;Neotropic
57251;Physalaemus deimaticus;AMPHIBIA;ANURA;Neotropic
57252;Physalaemus ephippifer;AMPHIBIA;ANURA;Neotropic
57253;Physalaemus erythros;AMPHIBIA;ANURA;Neotropic
57254;Physalaemus evangelistai;AMPHIBIA;ANURA;Neotropic
57255;Physalaemus fernandezae;AMPHIBIA;ANURA;Neotropic
57256;Physalaemus fischeri;AMPHIBIA;ANURA;Neotropic
57257;Physalaemus marmoratus;AMPHIBIA;ANURA;Neotropic
57258;Physalaemus gracilis;AMPHIBIA;ANURA;Neotropic
57259;Physalaemus henselii;AMPHIBIA;ANURA;Neotropic
57260;Physalaemus jordanensis;AMPHIBIA;ANURA;Neotropic
57261;Physalaemus kroyeri;AMPHIBIA;ANURA;Neotropic
57262;Physalaemus lisei;AMPHIBIA;ANURA;Neotropic
57263;Physalaemus maculiventris;AMPHIBIA;ANURA;Neotropic
57264;Engystomops montubio;AMPHIBIA;ANURA;Neotropic
57265;Physalaemus moreirae;AMPHIBIA;ANURA;Neotropic
57266;Physalaemus nanus;AMPHIBIA;ANURA;Neotropic
57267;Physalaemus nattereri;AMPHIBIA;ANURA;Neotropic
57268;Physalaemus obtectus;AMPHIBIA;ANURA;Neotropic
57269;Physalaemus olfersii;AMPHIBIA;ANURA;Neotropic
57270;Engystomops petersi;AMPHIBIA;ANURA;Neotropic
57271;Engystomops pustulatus;AMPHIBIA;ANURA;Neotropic
57272;Engystomops pustulosus;AMPHIBIA;ANURA;Nearctic
57273;Engystomops randi;AMPHIBIA;ANURA;Neotropic
57274;Physalaemus riograndensis;AMPHIBIA;ANURA;Neotropic
57275;Physalaemus rupestris;AMPHIBIA;ANURA;Neotropic
57276;Physalaemus santafecinus;AMPHIBIA;ANURA;Neotropic
57277;Physalaemus signifer;AMPHIBIA;ANURA;Neotropic
57278;Physalaemus soaresi;AMPHIBIA;ANURA;Neotropic
57279;Physalaemus spiniger;AMPHIBIA;ANURA;Neotropic
57280;Phyzelaphryne miriamae;AMPHIBIA;ANURA;Neotropic
57281;Pleurodema bibroni;AMPHIBIA;ANURA;Neotropic
57282;Pleurodema borellii;AMPHIBIA;ANURA;Neotropic
57283;Pleurodema brachyops;AMPHIBIA;ANURA;Neotropic
57284;Pleurodema bufoninum;AMPHIBIA;ANURA;Neotropic
57285;Pleurodema cinereum;AMPHIBIA;ANURA;Neotropic
57286;Pleurodema diplolister;AMPHIBIA;ANURA;Neotropic
57287;Pleurodema guayapae;AMPHIBIA;ANURA;Neotropic
57288;Pleurodema kriegi;AMPHIBIA;ANURA;Neotropic
57289;Pleurodema marmoratum;AMPHIBIA;ANURA;Neotropic
57290;Pleurodema nebulosum;AMPHIBIA;ANURA;Neotropic
57291;Pleurodema thaul;AMPHIBIA;ANURA;Neotropic
57292;Pleurodema tucumanum;AMPHIBIA;ANURA;Neotropic
57293;Proceratophrys appendiculata;AMPHIBIA;ANURA;Neotropic
57294;Proceratophrys avelinoi;AMPHIBIA;ANURA;Neotropic
57295;Proceratophrys bigibbosa;AMPHIBIA;ANURA;Neotropic
57296;Proceratophrys boiei;AMPHIBIA;ANURA;Neotropic
57297;Proceratophrys brauni;AMPHIBIA;ANURA;Neotropic
57298;Proceratophrys concavitympanum;AMPHIBIA;ANURA;Neotropic
57299;Proceratophrys cristiceps;AMPHIBIA;ANURA;Neotropic
57300;Proceratophrys cururu;AMPHIBIA;ANURA;Neotropic
57301;Proceratophrys fryi;AMPHIBIA;ANURA;Neotropic
57302;Proceratophrys goyana;AMPHIBIA;ANURA;Neotropic
57303;Proceratophrys laticeps;AMPHIBIA;ANURA;Neotropic
57304;Proceratophrys melanopogon;AMPHIBIA;ANURA;Neotropic
57305;Proceratophrys moehringi;AMPHIBIA;ANURA;Neotropic
57306;Proceratophrys palustris;AMPHIBIA;ANURA;Neotropic
57307;Proceratophrys phyllostomus;AMPHIBIA;ANURA;Neotropic
57308;Proceratophrys schirchi;AMPHIBIA;ANURA;Neotropic
57309;Proceratophrys subguttata;AMPHIBIA;ANURA;Neotropic
57310;Pseudopaludicola boliviana;AMPHIBIA;ANURA;Neotropic
57311;Pseudopaludicola canga;AMPHIBIA;ANURA;Neotropic
57312;Pseudopaludicola ceratophyes;AMPHIBIA;ANURA;Neotropic
57313;Pseudopaludicola falcipes;AMPHIBIA;ANURA;Neotropic
57314;Pseudopaludicola llanera;AMPHIBIA;ANURA;Neotropic
57315;Pseudopaludicola mineira;AMPHIBIA;ANURA;Neotropic
57316;Pseudopaludicola mirandae;AMPHIBIA;ANURA;Neotropic
57317;Pseudopaludicola mystacalis;AMPHIBIA;ANURA;Neotropic
57318;Pseudopaludicola pusilla;AMPHIBIA;ANURA;Neotropic
57319;Pseudopaludicola riopiedadensis;AMPHIBIA;ANURA;Neotropic
57320;Pseudopaludicola saltica;AMPHIBIA;ANURA;Neotropic
57321;Pseudopaludicola ternetzi;AMPHIBIA;ANURA;Neotropic
57322;Rupirana cardosoi;AMPHIBIA;ANURA;Neotropic
57323;Scythrophrys sawayae;AMPHIBIA;ANURA;Neotropic
57324;Telmatobius arequipensis;AMPHIBIA;ANURA;Neotropic
57325;Telmatobius atahualpai;AMPHIBIA;ANURA;Neotropic
57326;Telmatobius bolivianus;AMPHIBIA;ANURA;Neotropic
57327;Telmatobius brevipes;AMPHIBIA;ANURA;Neotropic
57328;Telmatobius brevirostris;AMPHIBIA;ANURA;Neotropic
57329;Telmatobius carrillae;AMPHIBIA;ANURA;Neotropic
57330;Telmatobius ceiorum;AMPHIBIA;ANURA;Neotropic
57331;Telmatobius cirrhacelis;AMPHIBIA;ANURA;Neotropic
57332;Telmatobius colanensis;AMPHIBIA;ANURA;Neotropic
57333;Telmatobius contrerasi;AMPHIBIA;ANURA;Neotropic
57334;Telmatobius culeus;AMPHIBIA;ANURA;Neotropic
57335;Telmatobius dankoi;AMPHIBIA;ANURA;Neotropic
57336;Telmatobius degener;AMPHIBIA;ANURA;Neotropic
57337;Telmatobius edaphonastes;AMPHIBIA;ANURA;Neotropic
57338;Telmatobius fronteriensis;AMPHIBIA;ANURA;Neotropic
57339;Telmatobius gigas;AMPHIBIA;ANURA;Neotropic
57340;Telmatobius hauthali;AMPHIBIA;ANURA;Neotropic
57341;Telmatobius hockingi;AMPHIBIA;ANURA;Neotropic
57342;Telmatobius huayra;AMPHIBIA;ANURA;Neotropic
57343;Telmatobius hypselocephalus;AMPHIBIA;ANURA;Neotropic
57344;Telmatobius ignavus;AMPHIBIA;ANURA;Neotropic
57345;Telmatobius intermedius;AMPHIBIA;ANURA;Neotropic
57346;Telmatobius jelskii;AMPHIBIA;ANURA;Neotropic
57347;Telmatobius laticeps;AMPHIBIA;ANURA;Neotropic
57348;Telmatobius latirostris;AMPHIBIA;ANURA;Neotropic
57349;Telmatobius marmoratus;AMPHIBIA;ANURA;Neotropic
57350;Telmatobius mayoloi;AMPHIBIA;ANURA;Neotropic
57351;Telmatobius necopinus;AMPHIBIA;ANURA;Neotropic
57352;Telmatobius niger;AMPHIBIA;ANURA;Neotropic
57353;Telmatobius oxycephalus;AMPHIBIA;ANURA;Neotropic
57354;Telmatobius philippii;AMPHIBIA;ANURA;Neotropic
57355;Telmatobius pinguiculus;AMPHIBIA;ANURA;Neotropic
57356;Telmatobius pisanoi;AMPHIBIA;ANURA;Neotropic
57357;Telmatobius platycephalus;AMPHIBIA;ANURA;Neotropic
57358;Telmatobius rimac;AMPHIBIA;ANURA;Neotropic
57359;Telmatobius schreiteri;AMPHIBIA;ANURA;Neotropic
57360;Telmatobius scrocchii;AMPHIBIA;ANURA;Neotropic
57361;Telmatobius sibiricus;AMPHIBIA;ANURA;Neotropic
57362;Telmatobius simonsi;AMPHIBIA;ANURA;Neotropic
57363;Telmatobius stephani;AMPHIBIA;ANURA;Neotropic
57364;Telmatobius thompsoni;AMPHIBIA;ANURA;Neotropic
57365;Telmatobius truebae;AMPHIBIA;ANURA;Neotropic
57366;Telmatobius vellardi;AMPHIBIA;ANURA;Neotropic
57367;Telmatobius verrucosus;AMPHIBIA;ANURA;Neotropic
57368;Telmatobius vilamensis;AMPHIBIA;ANURA;Neotropic
57369;Telmatobius yuracare;AMPHIBIA;ANURA;Neotropic
57370;Thoropa megatympanum;AMPHIBIA;ANURA;Neotropic
57371;Thoropa miliaris;AMPHIBIA;ANURA;Neotropic
57372;Thoropa saxatilis;AMPHIBIA;ANURA;Neotropic
57373;Leptodactylus discodactylus;AMPHIBIA;ANURA;Neotropic
57374;Zachaenus carvalhoi;AMPHIBIA;ANURA;Neotropic
57375;Zachaenus parvulus;AMPHIBIA;ANURA;Neotropic
57377;Lechriodus aganoposis;AMPHIBIA;ANURA;Indo-Malay
57378;Lechriodus melanopyga;AMPHIBIA;ANURA;Indo-Malay
57379;Lechriodus platyceps;AMPHIBIA;ANURA;Indo-Malay
57380;Mixophyes hihihorlo;AMPHIBIA;ANURA;Indo-Malay
57381;Philoria pughi;AMPHIBIA;ANURA;Australasia
57382;Philoria richmondensis;AMPHIBIA;ANURA;Australasia
57383;Aglyptodactylus laticeps;AMPHIBIA;ANURA;Madagascar
57385;Aglyptodactylus securifer;AMPHIBIA;ANURA;Madagascar
57386;Boophis albilabris;AMPHIBIA;ANURA;Madagascar
57387;Boophis albipunctatus;AMPHIBIA;ANURA;Madagascar
57388;Boophis andohahela;AMPHIBIA;ANURA;Madagascar
57389;Boophis andreonei;AMPHIBIA;ANURA;Madagascar
57390;Boophis anjanaharibeensis;AMPHIBIA;ANURA;Madagascar
57391;Boophis ankaratra;AMPHIBIA;ANURA;Madagascar
57392;Boophis blommersae;AMPHIBIA;ANURA;Madagascar
57394;Boophis bottae;AMPHIBIA;ANURA;Madagascar
57396;Boophis burgeri;AMPHIBIA;ANURA;Madagascar
57397;Boophis doulioti;AMPHIBIA;ANURA;Madagascar
57399;Boophis englaenderi;AMPHIBIA;ANURA;Madagascar
57400;Boophis erythrodactylus;AMPHIBIA;ANURA;Madagascar
57401;Boophis feonnyala;AMPHIBIA;ANURA;Madagascar
57403;Boophis guibei;AMPHIBIA;ANURA;Madagascar
57404;Boophis haematopus;AMPHIBIA;ANURA;Madagascar
57407;Boophis jaegeri;AMPHIBIA;ANURA;Madagascar
57408;Boophis laurenti;AMPHIBIA;ANURA;Madagascar
57409;Boophis liami;AMPHIBIA;ANURA;Madagascar
57410;Boophis luteus;AMPHIBIA;ANURA;Madagascar
57412;Boophis majori;AMPHIBIA;ANURA;Madagascar
57413;Boophis mandraka;AMPHIBIA;ANURA;Madagascar
57414;Boophis marojezensis;AMPHIBIA;ANURA;Madagascar
57415;Boophis microtympanum;AMPHIBIA;ANURA;Madagascar
57416;Boophis miniatus;AMPHIBIA;ANURA;Madagascar
57418;Boophis opisthodon;AMPHIBIA;ANURA;Madagascar
57419;Boophis pauliani;AMPHIBIA;ANURA;Madagascar
57420;Boophis periegetes;AMPHIBIA;ANURA;Madagascar
57421;Boophis picturatus;AMPHIBIA;ANURA;Madagascar
57422;Boophis pyrrhus;AMPHIBIA;ANURA;Madagascar
57423;Boophis rappiodes;AMPHIBIA;ANURA;Madagascar
57424;Boophis reticulatus;AMPHIBIA;ANURA;Madagascar
57426;Boophis rufioculis;AMPHIBIA;ANURA;Madagascar
57427;Boophis schuboeae;AMPHIBIA;ANURA;Madagascar
57428;Boophis septentrionalis;AMPHIBIA;ANURA;Madagascar
57429;Boophis sibilans;AMPHIBIA;ANURA;Madagascar
57430;Boophis solomaso;AMPHIBIA;ANURA;Madagascar
57431;Boophis tasymena;AMPHIBIA;ANURA;Madagascar
57432;Boophis tephraeomystax;AMPHIBIA;ANURA;Madagascar
57433;Boophis viridis;AMPHIBIA;ANURA;Madagascar
57434;Boophis vittatus;AMPHIBIA;ANURA;Madagascar
57435;Boophis williamsi;AMPHIBIA;ANURA;Madagascar
57436;Boophis xerophilus;AMPHIBIA;ANURA;Madagascar
57437;Laliostoma labrosum;AMPHIBIA;ANURA;Madagascar
57438;Mantella baroni;AMPHIBIA;ANURA;Madagascar
57439;Mantella bernhardi;AMPHIBIA;ANURA;Madagascar
57440;Mantella betsileo;AMPHIBIA;ANURA;Madagascar
57441;Mantella cowanii;AMPHIBIA;ANURA;Madagascar
57442;Mantella crocea;AMPHIBIA;ANURA;Madagascar
57443;Mantella expectata;AMPHIBIA;ANURA;Madagascar
57444;Mantella haraldmeieri;AMPHIBIA;ANURA;Madagascar
57445;Mantella laevigata;AMPHIBIA;ANURA;Madagascar
57446;Mantella madagascariensis;AMPHIBIA;ANURA;Madagascar
57447;Mantella manery;AMPHIBIA;ANURA;Madagascar
57448;Mantella milotympanum;AMPHIBIA;ANURA;Madagascar
57449;Mantella nigricans;AMPHIBIA;ANURA;Madagascar
57450;Mantella pulchra;AMPHIBIA;ANURA;Madagascar
57451;Mantella viridis;AMPHIBIA;ANURA;Madagascar
57452;Mantidactylus aerumnalis;AMPHIBIA;ANURA;Madagascar
57453;Spinomantis aglavei;AMPHIBIA;ANURA;Madagascar
57454;Mantidactylus albofrenatus;AMPHIBIA;ANURA;Madagascar
57455;Guibemantis albolineatus;AMPHIBIA;ANURA;Madagascar
57456;Mantidactylus alutus;AMPHIBIA;ANURA;Madagascar
57457;Mantidactylus ambohimitombi;AMPHIBIA;ANURA;Madagascar
57458;Gephyromantis ambohitra;AMPHIBIA;ANURA;Madagascar
57459;Mantidactylus ambreensis;AMPHIBIA;ANURA;Madagascar
57460;Mantidactylus argenteus;AMPHIBIA;ANURA;Madagascar
57461;Gephyromantis asper;AMPHIBIA;ANURA;Madagascar
57462;Spinomantis bertini;AMPHIBIA;ANURA;Madagascar
57463;Mantidactylus betsileanus;AMPHIBIA;ANURA;Madagascar
57465;Mantidactylus biporus;AMPHIBIA;ANURA;Madagascar
57466;Gephyromantis blanci;AMPHIBIA;ANURA;Madagascar
57467;Blommersia blommersae;AMPHIBIA;ANURA;Madagascar
57469;Mantidactylus brevipalmatus;AMPHIBIA;ANURA;Madagascar
57470;Spinomantis brunae;AMPHIBIA;ANURA;Madagascar
57471;Mantidactylus charlotteae;AMPHIBIA;ANURA;Madagascar
57472;Gephyromantis cornutus;AMPHIBIA;ANURA;Madagascar
57473;Gephyromantis corvus;AMPHIBIA;ANURA;Madagascar
57474;Mantidactylus curtus;AMPHIBIA;ANURA;Madagascar
57475;Gephyromantis decaryi;AMPHIBIA;ANURA;Madagascar
57476;Guibemantis depressiceps;AMPHIBIA;ANURA;Madagascar
57477;Blommersia domerguei;AMPHIBIA;ANURA;Madagascar
